접수번호,동물국문명,강,목,과,천연기념물,멸종위기등급,야생동물보호협약,구조일시,구조결과일자,구조결과,이첩 방생 위치,사체처리,동물성별,동물연령,구조위도,구조경도,구조고도,방생위도,방생경도,발견장소상세,발견주소,발견장소특징,발생원인,발생원인 세부사항,구조위도(TM구조위도),구조경도(TM구조경도),방생위도(TM방생위도),방생경도(TM방생경도),등록체중,현재체중,임상적최종진단
2020-0983,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-06-22,2020-08-14,방생,충청남도 예산군 대술면 화산리 413-2 ,,Unknown,0년0월0일,36.607528,126.763556,111,36.69541245,126.9168175,앞 숲,충청남도 홍성군 금마면 봉서리 산 59-13,숲,어미를 잃음(미아),차량 충돌 추정인 어미와 함께 구조 됨.,36 36 27.1,126 45 48.8,36 41 43.3,126 55 00.4,1390,4120,피하기종
2020-0984,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-06-22,2020-06-22,안락사,,기타,Male,0년1월0일,36.607528,126.763556,111,,,앞 숲,충청남도 홍성군 금마면 봉서리 산 59-13,숲,어미를 잃음(미아),차량 충돌 추정인 어미와 함께 구조 됨.,36 36 27.1,126 45 48.8,,,0,0,하악골절
2020-1006,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-06-23,2020-06-24,안락사,,기타,Female,0년0월0일,36.60975,126.674944,44,,,옆 농경지,충청남도 홍성군 홍성읍 내법리 379-1,농경지,기생충 중감염,승저증,36 36 35.1,126 40 29.8,,,1198,1198,항문 및 요도 내 구더기증
2020-1016,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-06-24,2020-06-27,폐사,,기타,Male,0년1월0일,36.596889,126.755417,76,,,,충청남도 홍성군 금마면 월암리 4-10,숲,어미를 잃음(미아),단순 미아,36 35 48.8,126 45 19.5,,,804,824,수척/저체온증
2020-1017,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-06-24,2020-06-25,DOA,,기타,Female,0년1월0일,36.596889,126.755417,76,,,,충청남도 홍성군 금마면 월암리 4-10,숲,어미를 잃음(미아),단순 미아,36 35 48.8,126 45 19.5,,,902,902,미아
2020-1123,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-07-02,2020-07-04,안락사,,기타,Male,0년1월0일,36.575861,126.653611,104,,,충령사 주변,충청남도 홍성군 홍성읍 남장리 439,숲,어미를 잃음(미아),미아,36 34 33.1,126 39 13.0,,,2048,1910,빈혈이 있는 미아
2020-1141,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-07-04,2020-08-14,방생,충청남도 아산시 도고면 도산리 342 ,,Unknown,0년0월0일,36.60725,126.703944,30,36.72134802,126.905787,농수로,충청남도 홍성군 금마면 신곡리 259-6,농경지,농수로 고립,농수로 고립,36 36 26.1,126 42 14.2,36 43 16.7,126 54 20.6,1592,3740,농수로 고립 개체
2020-1182,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-07-08,2020-07-08,안락사,,기타,Female,0년0월0일,36.57,126.584889,80,,,도로,충청남도 홍성군 구항면 장양리 277,도로변,차량과의 충돌,차량충돌 추정,36 34 12.0,126 35 05.6,,,16900,16900,충돌에 의한 뇌진탕
2020-1220,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-07-13,2020-07-27,폐사,,기타,Unknown,0년0월0일,36.584194,126.688944,28,,,주소지 인근 수로 내,충청남도 홍성군 홍성읍 구룡리 134-1,기타,어미를 잃음(미아),미아,36 35 03.1,126 41 20.2,,,2298,2322,수로에 빠진 개체
2020-1424,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-08-07,2020-08-07,안락사,,기타,Female,0년0월0일,36.565278,126.649056,45,,,,충청남도 홍성군 구항면 마온리 188-1,도로변,차량과의 충돌,차량충돌,36 33 55.0,126 38 56.6,,,18020,18020,"척추(L6, S) 및 골반 골절"
2020-1510,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-08-18,2020-08-18,폐사체,,기타,Male,0년0월0일,36.539667,126.641889,31,,,장항선 철길 주변 농경지,충청남도 홍성군 구항면 신곡리 248-2,농경지,인공구조물에 얽힘,밭그물 얽힘,36 32 22.8,126 38 30.8,,,13520,13520,밭그물 얽힘에 의한 포획근병증 추정
2020-1636,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-09-19,2020-09-19,방생,충청남도 홍성군 갈산면 대사리 산 49-4,,Unknown,0년4월0일,36.639389,126.548583,97,36.63869645,126.5512537,대사저수지 농수로 안,충청남도 홍성군 갈산면 대사리 산 79-20,농경지,농수로 고립,농수로 고립,36 38 21.8,126 32 54.9,36 38 19.5,126 33 04.8,0,0,농수로 고립
2020-1751,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-10-21,2020-10-22,DOA,,기타,Male,0년5월0일,36.480694,126.638944,62,,,밭,충청남도 홍성군 광천읍 담산리 807,농경지,인공구조물에 얽힘,인공구조물 얽힘/ 밭그물 얽힘,36 28 50.5,126 38 20.2,,,11700,11700,"밭그물 얽힘에 의한 포획성 스트레스, 좌측 후지 발굽 손상"
2020-1833,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-11-16,2020-11-16,안락사,,기타,Female,0년6월0일,36.586306,126.607167,39,,,2차선 도로 갓길,충청남도 홍성군 구항면 오봉리 698-1,도로변,차량과의 충돌,차량과의 충돌,36 35 10.7,126 36 25.8,,,16540,16540,"충돌에 의한 뇌진탕, 척추(L6) 분쇄골절"
2020-0008,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2020-01-02,2020-03-19,방생,충청남도 예산군 덕산면 대치리 산 33-19,,Male,0년0월0일,36.604389,126.667694,28,36.6996597,126.612669,하천 주변,충청남도 홍성군 홍성읍 충서로 1584,"강, 바다",기생충 중감염,개선충증 감염,36 36 15.8,126 40 03.7,36 41 54.0,126 36 48.3,3600,3600,개선충 감염 및 좌측 어깨부위 교상
2020-0215,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2020-03-10,2020-03-14,폐사,,기타,Unknown,0년0월0일,36.584,126.717361,50,,,가정집 헛간,충청남도 홍성군 홍동면 신기리 27,숲,기생충 중감염,개선충 중감염,36 35 02.4,126 43 02.5,,,3980,3980,개선충 중감염
2020-0253,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2020-03-20,2020-03-28,DOA,,기타,Male,0년0월0일,36.576167,126.489694,64,,,주소지 인근,충청남도 홍성군 서부면 거차리 232-2,숲,기생충 중감염,개선충 중감염,36 34 34.2,126 29 22.9,,,3360,3360,개선충 중감염 및 우측 요척골 개방골절
2020-0329,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2020-04-09,2020-04-09,DOA,,기타,Male,0년0월0일,36.488417,126.743139,47,,,식당 앞,충청남도 홍성군 장곡면 옥계리 64-1,건물옆,기생충 중감염,개선충 중감염,36 29 18.3,126 44 35.3,,,3320,3320,개선충 중감염
2020-1460,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2020-08-10,2020-08-21,폐사,,기타,Male,0년4월0일,36.605833,126.669056,31,,,개인 주택 옆,충청남도 홍성군 홍성읍 대교리 333-2,건물옆,기생충 중감염,기생충 중감염,36 36 21.0,126 40 08.6,,,1310,1460,개선충 중감염
2020-1483,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2020-08-12,2020-08-13,안락사,,기타,Female,0년0월0일,36.553861,126.645139,36,,,주소지 인근 도로변,충청남도 홍성군 구항면 청광리 370-4,도로변,차량과의 충돌,차량충돌 ,36 33 13.9,126 38 42.5,,,5040,5040,차량충돌로 인한 좌측 요척골 개방골절 및 기립불능
2020-1535,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2020-08-24,2020-08-25,폐사체,,기타,Female,0년0월0일,36.643056,126.66425,54,,,주소지 인근 사거리,충청남도 홍성군 홍북읍 상하리 87,도로변,차량과의 충돌,차량과의 충돌,36 38 35.0,126 39 51.3,,,5300,5300,골반 및 좌측 대퇴골 골절/기흉/복막파열에 의한 장 헤르니아
2020-1587,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2020-09-06,2020-09-06,DOA,,기타,Female,0년0월0일,36.53,126.578722,41,,,주택가 뒤편 숲,충청남도 홍성군 은하면 학산리 40,숲,기생충 중감염,기생충 중감염/ 개선충감염,36 31 48.0,126 34 43.4,,,1440,1440,개선충 중감염
2020-1695,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2020-10-05,2020-10-05,안락사,,기타,Male,0년0월0일,36.611917,126.735833,63,,,가정집 마당,충청남도 홍성군 금마면 부평리 124-1,숲,"개, 고양이 공격","개, 고양이 공격/ 고양이 공격 추정",36 36 42.9,126 44 09.0,,,1460,1460,극심한 승저증
2020-1839,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2020-11-16,2021-03-17,방생,충청남도 공주시 사곡면 가교리 521-5,,Female,0년0월0일,36.573667,126.545417,21,36.54848827,127.0199075,만해로 462번길 42-4 가정집 옆 처마 밑,충청남도 홍성군 결성면 용호리 617,건물옆,기생충 중감염,기생충 중감염/ 개선충,36 34 25.2,126 32 43.5,36 32 54.4,127 01 11.6,3280,5240,개선충 중감염
2020-1840,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2020-11-17,2021-04-06,방생,,,Male,0년0월0일,36.59475,126.651972,44,,,홍주문화회관 대강당 내부,충청남도 홍성군 홍성읍 옥암리 125-1,건물옆,기생충 중감염,개선충 감염+ 인공구조물 고립,36 35 41.1,126 39 07.1,36 46 23.2,126 49 47.6,4400,5600,개선충 중감염
2020-1871,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2020-11-26,2021-04-13,방생,충청남도 공주시 반포면 학봉리 산 35,,Male,0년0월0일,36.653583,126.684222,36,36.36345959,127.2595397,중흥 S클래스 아파트단지 내,충청남도 홍성군 홍북면 신경리 81,건물옆,기생충 중감염,기생충 중감염/ 개선충 감염,36 39 12.9,126 41 03.2,36 21 47.1,127 15 30.0,5180,4060,개선충 중감염 및 후지 이상
2020-1911,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2020-12-08,2020-12-13,폐사,,기타,Female,0년0월0일,36.653583,126.684222,36,,,중흥 s클래스아파트,충청남도 홍성군 홍북읍 신경리 81,건물옆,기생충 중감염,기생충 중감염/ 개선충 감염,36 39 12.9,126 41 03.2,,,5660,5660,개선충 감염
2020-1947,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2020-12-16,2020-12-17,DOA,,기타,Male,0년0월0일,36.655861,126.686806,20,,,오피스텔 지하주차장,충청남도 홍성군 홍북읍 신경리 287-2,건물옆,기생충 중감염,기생충 중감염/ 개선충 감염,36 39 21.1,126 41 12.5,,,3420,3420,"개선충 중감염, 저체온증"
2020-0575,다람쥐,포유강(Mammalia),쥐목,청서과,해당없음,해당없음,해당없음,2020-05-19,2020-05-22,안락사,,기타,Female,0년0월0일,36.619222,126.630444,71,,,,충청남도 홍성군 홍북읍 중계리 산 133-1,숲,알 수 없는 사고,알 수 없는 사고,36 37 09.2,126 37 49.6,,,37,30,오른쪽 대퇴골 골절
2021-0291,쇠기러기,조강(Aves),기러기목,오리과,해당없음,해당없음,해당없음,2021-03-23,2021-04-15,안락사,,기타,Unknown,Adult,36.594,126.676833,32,,,도로옆 삽교천 뚝방 근처,충청남도 홍성군 홍성읍 고암리 410-3,도로변,총상,총상/총상,36 35 38.4,126 40 36.6,,,1630,1628,"좌측 흉근 총상, 우측 척골 총상으로 인한 개방골절"
2021-0325,청둥오리,조강(Aves),기러기목,오리과,해당없음,해당없음,해당없음,2021-04-06,2021-04-06,안락사,,기타,Unknown,Unknown,36.601222,126.655306,41,,,하천 옆,충청남도 홍성군 홍성읍 오관리 666-14,"강, 바다","개, 고양이 공격","개, 고양이 공격/고양이 공격",36 36 04.4,126 39 19.1,,,2382,2382,"미추쪽 광범위 교상, 척추골절"
2021-1621,괭이갈매기,조강(Aves),도요목,갈매기과,해당없음,해당없음,해당없음,2021-09-07,2021-09-07,안락사,,기타,Unknown,Adult,36.598944,126.503056,9,,,주소지 부근 도로변,충청남도 홍성군 서부면 광리 718-7,도로변,전선/건물과의 충돌,전선과의 충돌,36 35 56.2,126 30 11.0,,,546,546,전선 충돌(추정)에 의한 요척골 개방골절
2021-0233,청딱다구리,조강(Aves),딱다구리목,딱다구리과,해당없음,해당없음,해당없음,2021-03-02,2021-03-04,폐사,,기타,Female,Juvenile,36.647028,126.680528,49,,,단지 내 상가,충청남도 홍성군 홍북면 대동리 412-7,건물옆,전선/건물과의 충돌,유리 구조물 충돌,36 38 49.3,126 40 49.9,,,128,124,"충돌에 의한 폐출혈, head trauma"
2021-1286,청딱다구리,조강(Aves),딱다구리목,딱다구리과,해당없음,해당없음,해당없음,2021-07-08,2021-07-23,방생,충청남도 예산군 대흥면 갈신리 산 53,,Male,Adult,36.576167,126.66075,57,36.66606467,126.8663143,원룸촌,충청남도 홍성군 홍성읍 학계리 504-5,건물옆,전선/건물과의 충돌,유리 구조물 충돌,36 34 34.2,126 39 38.7,36 39 57.7,126 51 58.8,118,110,유리창 충돌에 의한 뇌진탕
2021-1347,청딱다구리,조강(Aves),딱다구리목,딱다구리과,해당없음,해당없음,해당없음,2021-07-17,2021-07-18,안락사,,기타,Unknown,Juvenile,36.497583,126.628417,21,,,주소지 앞마당,충청남도 홍성군 광천읍 원촌길 72번길 13-7,건물옆,전선/건물과의 충돌,유리 구조물 충돌,36 29 51.3,126 37 42.3,,,120,120,"T3 골절, 심각한 간손상"
2021-1390,청딱다구리,조강(Aves),딱다구리목,딱다구리과,해당없음,해당없음,해당없음,2021-07-22,2021-07-24,폐사,,기타,Male,Adult,36.617389,126.669028,52,,,101동 1-2 단지 앞,충청남도 홍성군 홍성읍 내법리 285-78,건물옆,전선/건물과의 충돌,유리 구조물 충돌,36 37 02.6,126 40 08.5,,,80,74,심한 뇌진탕
2021-0060,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2021-01-13,2021-01-15,안락사,,기타,Unknown,Adult,36.604111,126.653583,46,,,주소지 부근 건물 옆,충청남도 홍성군 홍성읍 오관리 824-8,건물옆,전선/건물과의 충돌,유리 구조물 충돌,36 36 14.8,126 39 12.9,,,202,202,유리창 충돌로 인한 신경계 이상
2021-0227,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2021-02-27,2021-03-08,방생,충청남도 공주시 신풍면 동원리 산 65-1,,Unknown,Adult,36.662806,126.68325,24,36.52211181,126.9655342,주소지 부근 건물 옆,충청남도 홍성군 홍북읍 신경리 713,건물옆,전선/건물과의 충돌,유리 구조물 충돌,36 39 46.1,126 40 59.7,36 31 18.8,126 57 56.3,238,250,"유리창 충돌로 인한 일시적 의식 저하, 흉근 좌상"
2021-0297,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2021-03-24,2021-03-25,DOA,,기타,Unknown,Unknown,36.650639,126.665528,53,,,극동스타클래스센트럴,충청남도 홍성군 홍북읍 신경리 928,건물옆,어미를 잃음(미아),어미를 잃음(미아)/미아,36 39 02.3,126 39 55.9,,,122,122,미아
2021-1630,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2021-09-08,2021-09-09,안락사,,기타,Unknown,Juvenile,36.651361,126.684583,27,,,LH스타힐스 아파트 단지 내부,충청남도 홍성군 홍북읍 신경리 1204,건물옆,바이러스 감염,바이러스 감염/폭스바이러스 감염,36 39 04.9,126 41 04.5,,,0,0,avian pox virus 감염
2021-1662,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2021-09-16,2021-09-16,안락사,,기타,Unknown,Adult,36.506361,126.629389,18,,,광천초등학교 3층 베란다,충청남도 홍성군 광천읍 광천리 157,건물옆,바이러스 감염,바이러스 감염/폭스 바이러스,36 30 22.9,126 37 45.8,,,0,0,폭스 바이러스 감염
2021-1892,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2021-11-14,2022-01-11,방생,충청남도 예산군 대흥면 갈신리 산 53,,Unknown,Nestling,36.600167,126.6965,30,36.66606467,126.8663143,공사장 옆,충청남도 홍성군 금마면 장성리 175-6,기타,어미를 잃음(미아),어미를 잃음(미아)/둥지제거로 인한 미아,36 36 00.6,126 41 47.4,36 39 57.7,126 51 58.8,76,186,단순 미아
2021-1893,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2021-11-14,2022-01-07,안락사,,기타,Unknown,Nestling,36.600167,126.6965,30,,,공사장 옆,충청남도 홍성군 금마면 장성리 175-6,기타,어미를 잃음(미아),어미를 잃음(미아)/둥지제거로 인한 미아,36 36 00.6,126 41 47.4,,,94,178,윗 부리골절
2021-0474,까치,조강(Aves),참새목,까마귀과,해당없음,해당없음,해당없음,2021-04-28,2021-04-28,DOA,,기타,Unknown,Juvenile,36.659583,126.681222,31,,,A-one 프라자 건물사이 나무 밑,충청남도 홍성군 홍북읍 신경리 580,건물옆,어미를 잃음(미아),어미를 잃음(미아),36 39 34.5,126 40 52.4,,,144,144,뇌진탕
2021-0600,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2021-05-12,2021-05-31,방생,충청남도 예산군 예산읍 대회리 275,,Unknown,Nestling,36.651361,126.684583,27,,,LH 스타힐스 중앙광장 정자 밑,충청남도 홍성군 홍북읍 신경리 1204,건물옆,어미를 잃음(미아),어미를 잃음(미아),36 39 04.9,126 41 04.5,36 40 14.6,126 51 47.6,8,12,단순 미아 추정
2021-1157,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2021-06-25,2021-06-26,DOA,,기타,Unknown,Juvenile,36.657194,126.667056,49,,,공원,충청남도 홍성군 홍북읍 홍예공원로 38,기타,어미를 잃음(미아),어미를 잃음(미아),36 39 25.9,126 40 01.4,,,11,11,단순 미아
2021-1158,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2021-06-25,2021-06-26,DOA,,기타,Unknown,Juvenile,36.657194,126.667056,49,,,공원,충청남도 홍성군 홍북읍 홍예공원로 38,기타,어미를 잃음(미아),어미를 잃음(미아),36 39 25.9,126 40 01.4,,,10,10,단순 미아
2021-1159,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2021-06-25,2021-07-12,방생,충청남도 예산군 예산읍 대회리 산46,,Unknown,Juvenile,36.657194,126.667056,49,36.67245016,126.8639108,공원,충청남도 홍성군 홍북읍 홍예공원로 38,기타,어미를 잃음(미아),어미를 잃음(미아),36 39 25.9,126 40 01.4,36 40 20.8,126 51 49.4,11,13,단순 미아
2021-1160,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2021-06-25,2021-07-05,폐사,,기타,Unknown,Juvenile,36.657194,126.667056,49,,,공원,충청남도 홍성군 홍북읍 홍예공원로 38,기타,어미를 잃음(미아),어미를 잃음(미아),36 39 25.9,126 40 01.4,,,12,9,단순 미아
2021-1259,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2021-07-06,2021-07-22,방생,충청남도 아산시 선장면 대정리 445,,Unknown,Nestling,36.651556,126.669306,37,36.76177798,126.851879,내포 상록아파트 관리사무소,충청남도 홍성군 홍북읍 신경리 1176,건물옆,어미를 잃음(미아),어미를 잃음(미아),36 39 05.6,126 40 09.5,36 45 41.4,126 51 07.7,10,12,단순 미아.
2021-1260,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2021-07-06,2021-07-22,방생,충청남도 아산시 선장면 대정리 445,,Unknown,Nestling,36.651556,126.669306,37,36.76177798,126.851879,내포 상록아파트 관리사무소,충청남도 홍성군 홍북읍 신경리 1176,건물옆,어미를 잃음(미아),어미를 잃음(미아),36 39 05.6,126 40 09.5,36 45 41.4,126 51 07.7,9,13,단순 미아.
2021-1261,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2021-07-06,2021-07-22,방생,충청남도 아산시 선장면 대정리 445,,Unknown,Nestling,36.651556,126.669306,37,36.76177798,126.851879,내포 상록아파트 관리사무소,충청남도 홍성군 홍북읍 신경리 1176,건물옆,어미를 잃음(미아),어미를 잃음(미아),36 39 05.6,126 40 09.5,36 45 41.4,126 51 07.7,10,12,단순 미아.
2021-1262,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2021-07-06,2021-07-09,폐사,,기타,Unknown,Nestling,36.651556,126.669306,37,,,내포 상록아파트 관리사무소,충청남도 홍성군 홍북읍 신경리 1176,건물옆,어미를 잃음(미아),어미를 잃음(미아),36 39 05.6,126 40 09.5,,,9,7,단순 미아.
2021-1263,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2021-07-06,2021-07-06,DOA,,기타,Unknown,Nestling,36.651556,126.669306,37,,,내포 상록아파트 관리사무소,충청남도 홍성군 홍북읍 신경리 1176,건물옆,어미를 잃음(미아),어미를 잃음(미아),36 39 05.6,126 40 09.5,,,9,9,단순 미아
2021-1264,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2021-07-06,2021-07-07,DOA,,기타,Unknown,Nestling,36.651556,126.669306,37,,,내포 상록아파트 관리사무소,충청남도 홍성군 홍북읍 신경리 1176,건물옆,어미를 잃음(미아),어미를 잃음(미아),36 39 05.6,126 40 09.5,,,7,7,단순 미아.
2021-1265,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2021-07-06,2021-07-07,DOA,,기타,Unknown,Nestling,36.651556,126.669306,37,,,내포 상록아파트 관리사무소,충청남도 홍성군 홍북읍 신경리 1176,건물옆,어미를 잃음(미아),어미를 잃음(미아),36 39 05.6,126 40 09.5,,,5,5,단순 미아
2021-1149,딱새,조강(Aves),참새목,솔딱새과,해당없음,해당없음,해당없음,2021-06-24,2021-06-24,방생,충청남도 홍성군 홍북읍 신경리 146-307,,Unknown,Juvenile,36.652861,126.67125,39,,,아파트 단지 신축 공사장,충청남도 홍성군 홍북읍 신경리 1372,건물옆,어미를 잃음(미아),어미를 잃음(미아),36 39 10.3,126 40 16.5,36 38 57.6,126 40 58.6,0,0,정상적으로 이소한 어린 개체
2021-1150,딱새,조강(Aves),참새목,솔딱새과,해당없음,해당없음,해당없음,2021-06-24,2021-06-24,방생,충청남도 홍성군 홍북읍 신경리 146-307,,Unknown,Juvenile,36.652861,126.67125,39,,,아파트 단지 신축 공사장,충청남도 홍성군 홍북읍 신경리 1372,건물옆,어미를 잃음(미아),어미를 잃음(미아),36 39 10.3,126 40 16.5,36 38 57.6,126 40 58.6,0,0,정상적으로 이소한 어린 개체
2021-1174,직박구리,조강(Aves),참새목,직박구리과,해당없음,해당없음,해당없음,2021-06-27,2021-06-29,폐사,,기타,Unknown,Juvenile,36.652861,126.67125,39,,,내포 신도시 롯데캐슬APT,충청남도 홍성군 홍북읍 신경리 1168,건물옆,어미를 잃음(미아),어미를 잃음(미아),36 39 10.3,126 40 16.5,,,50,50,뇌진탕 의심
2021-0575,참새,조강(Aves),참새목,참새과,해당없음,해당없음,해당없음,2021-05-10,2021-05-10,폐사체,,기타,Unknown,Juvenile,36.565694,126.709417,74,,,가정집 뒷마당,충청남도 홍성군 홍동면 구정리 26,숲,어미를 잃음(미아),어미를 잃음(미아),36 33 56.5,126 42 33.9,,,0,0,저체온증 및 탈진
2021-0791,참새,조강(Aves),참새목,참새과,해당없음,해당없음,해당없음,2021-05-31,2021-06-03,폐사,,기타,Unknown,Nestling,36.502528,126.624778,12,,,인도에서 발견,충청남도 홍성군 광천읍 광천리 185-24,도로변,어미를 잃음(미아),어미를 잃음(미아),36 30 09.1,126 37 29.2,,,8,9,단순 미아
2021-0935,참새,조강(Aves),참새목,참새과,해당없음,해당없음,해당없음,2021-06-07,2021-06-07,폐사체,,기타,Unknown,Juvenile,36.585194,126.657444,54,,,오피스텔 앞,충청남도 홍성군 홍성읍 남장리 214-1,건물옆,어미를 잃음(미아),어미를 잃음(미아)/둥지에서 추락,36 35 06.7,126 39 26.8,,,8,8,"추락에 의한 구강 및 비강 내 출혈, 두개골 함몰"
2021-1087,참새,조강(Aves),참새목,참새과,해당없음,해당없음,해당없음,2021-06-20,2021-07-12,방생,충청남도 예산군 예산읍 대회리 산46,,Unknown,Juvenile,36.59925,126.6805,23,36.67245016,126.8639108,홍성역 내부,충청남도 홍성군 홍성읍 고암리 442-3,건물옆,전선/건물과의 충돌,유리 구조물과의 충돌,36 35 57.3,126 40 49.8,36 40 20.8,126 51 49.4,19,18,충돌에 의한 뇌진탕
2021-1098,참새,조강(Aves),참새목,참새과,해당없음,해당없음,해당없음,2021-06-21,2021-06-22,DOA,,기타,Unknown,Juvenile,36.595889,126.669056,45,,,주소지 부근 교회 건물 앞,충청남도 홍성군 홍성읍 오관리 346-10,건물옆,전선/건물과의 충돌,유리 구조물 충돌,36 35 45.2,126 40 08.6,,,15,15,충돌에 의한 뇌진탕
2021-1315,참새,조강(Aves),참새목,참새과,해당없음,해당없음,해당없음,2021-07-09,2021-07-12,DOA,,기타,Unknown,Juvenile,36.607472,126.663694,42,,,2층주택 처마,충청남도 홍성군 홍성읍 도청대로18번길 39,건물옆,어미를 잃음(미아),어미를 잃음(미아),36 36 26.9,126 39 49.3,,,11,11,호흡곤란 및 기아
2021-1349,참새,조강(Aves),참새목,참새과,해당없음,해당없음,해당없음,2021-07-18,2021-07-18,DOA,,기타,Unknown,Nestling,36.555,126.468167,5,,,남당항 노을공원 내부,충청남도 홍성군 서부면 어사리 490-1,기타,어미를 잃음(미아),어미를 잃음(미아),36 33 18.0,126 28 05.4,,,8,8,미아
2021-1249,물총새,조강(Aves),파랑새목,물총새과,해당없음,해당없음,해당없음,2021-07-05,2021-07-06,폐사,,기타,Unknown,Adult,36.564722,126.468417,10,,,도로변,충청남도 홍성군 서부면 거차리 472-5,도로변,차량과의 충돌,차량과의 충돌,36 33 53.0,126 28 06.3,,,18,18,좌측 어깨뼈 골절
2021-0731,파랑새,조강(Aves),파랑새목,파랑새과,해당없음,해당없음,해당없음,2021-05-25,2021-05-31,안락사,,기타,Male,Adult,36.644417,126.657389,138,,,주차장 바닥,충청남도 홍성군 홍북읍 용봉산2길 87,도로변,차량과의 충돌,차량과의 충돌/차량충돌,36 38 39.9,126 39 26.6,,,102,108,우측완전골 골절
2021-1385,파랑새,조강(Aves),파랑새목,파랑새과,해당없음,해당없음,해당없음,2021-07-22,2021-07-22,폐사체,,기타,Unknown,Unknown,36.578944,126.713778,55,,,인근 도로변,충청남도 홍성군 홍동면 신기리 산 103-1,도로변,차량과의 충돌,차량과의 충돌,36 34 44.2,126 42 49.6,,,0,0,좌측 요척골 골절
2021-1534,파랑새,조강(Aves),파랑새목,파랑새과,해당없음,해당없음,해당없음,2021-08-18,2021-09-03,방생,충청남도 예산군 대흥면 갈신리 1 ,,Unknown,Juvenile,36.58975,126.665972,44,36.66816249,126.8644697,아파트 단지 내,충청남도 홍성군 홍성읍 문화로72번길 72,건물옆,전선/건물과의 충돌,유리 구조물 충돌,36 35 23.1,126 39 57.5,36 40 02.1,126 51 51.0,142,135,유리창 충돌에 의한 뇌진탕 및 부리 손상
