접수번호,동물국문명,강,목,과,천연기념물,멸종위기등급,야생동물보호협약,구조일시,구조결과일자,구조결과,이첩 방생 위치,사체처리,동물성별,동물연령,구조위도,구조경도,구조고도,방생위도,방생경도,발견장소상세,발견주소,발견장소특징,발생원인,발생원인 세부사항,구조위도(TM구조위도),구조경도(TM구조경도),방생위도(TM방생위도),방생경도(TM방생경도),등록체중,현재체중,임상적최종진단
2022-2419,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-12-08,2022-12-08,안락사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Male,0년0월0일,36.30.279,126.37.031,0,,,도로변,충남 홍성군 광천읍 신진리 335-2,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"18,840","18,840",차량 충돌에 의한 L6 압박 골절
2022-2441,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-12-14,2022-12-14,안락사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Female,0년0월0일,36.33.429,126.28.568,0,,,주소지 인근 도로변 녹지,충남 홍성군 서부면 어사리 357-3,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"13,800","13,800",L6 골절
2022-2460,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-12-18,2022-12-18,안락사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Unknown,0년0월0일,36.43.088,126.38.524,0,,,도로변,충남 홍성군 구항면 마온리 465,도로변, - 차량과의 충돌,차량과의 충돌/,,,,,"13,080","13,080",차량 충돌에 의한 요추 골절
2022-0345,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-03-22,2022-03-24,폐사,,기타(협조),Male,0년0월0일,36.32.338,126.39.474,61,,,가정집 마당,충남 홍성군 홍동면 충서로 726번길 312,건물옆, - 기생충 중감염,기생충 중감염,,,,,"3,880","4,000","개선충 중감염, 심한 빈혈 탈수"
2022-0441,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-04-14,2022-04-17,폐사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Male,0년0월0일,36.38.599,126.41.081,29,,,홍성기상대 화단,충남 홍성군 홍북읍 홍예로 350,건물옆, - 기생충 중감염,기생충 중감염/개선충,,,,,"3,580","4,320",개선충 중감염
2022-1511,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-07-03,2022-10-24,방생,충남 예산군 신양면 하천리 산104-1,,Male,0년0월0일,36.36.085,126.38.312,66,,,건물옆,충남 홍성군 홍성읍 월산리 539-1,건물옆, - 어미를 잃음(미아),어미를 잃음(미아),,,,,852,"4,280","개선충, 미아"
2022-1512,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-07-03,2022-10-17,방생,충남 예산군 대술면 시산리 산 108,,Female,0년0월0일,36.36.085,126.38.312,66,,,건물옆,충남 홍성군 홍성읍 월산리 539-1,건물옆, - 어미를 잃음(미아),어미를 잃음(미아),,,,,684,"4,490","개선충, 좌이 소실"
2022-1653,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-07-17,2022-10-24,방생,충남 예산군 신양면 하천리 259,,Male,0년0월0일,36.36.100,126.38.331,61,,,가정집 뒷편,충남 홍성군 홍성읍 월계1길 91-20,건물옆, - 기생충 중감염,기생충 중감염,,,,,840,"3,940",우측 외이 소실
2022-1654,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-07-17,2022-07-17,안락사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Female,0년0월0일,36.36.100,126.38.331,61,,,가정집 뒷편,충남 홍성군 홍성읍 월계1길 91-20,건물옆, - 기생충 중감염,기생충 중감염,,,,,700,700,양측 외이 소실
2022-1677,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-07-19,2022-11-14,방생,충남 예산군 대흥면 갈신리 산 53,,Male,0년3월0일,36.36.097,126.38.315,63,,,"주소지 부근 농경지, 주택가 경계",충남 홍성군 홍성읍 월계1길 91-20,건물옆, - 기생충 중감염,기생충 중감염/개선충 감염,,,,,"1,452","4,650",개선충 중감염
2022-2199,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-10-19,2022-10-19,안락사,,냉동(신냉동창고)(투입박스(일반)),Male,0년0월0일,36.38.570,126.39.587,46,,,주소지 인근 도로상,충남 홍성군 홍북읍 신경리 509-221,도로변, - 차량과의 충돌,차량과의 충돌 추정,,,,,"5,060","5,060","L7,S1골절, 우측 대퇴 골두 골절"
2022-2348,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-11-20,2022-11-20,DOA,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Male,0년0월0일,36.37.371,126.38.274,0,,,도로변 풀숲,충남 홍성군 홍북읍 중계리 753,도로변, - 기생충 중감염,기생충 중감염/개선충 감염,,,,,"3,400","3,400","개선충중감염, 승저증"
2022-2365,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-11-24,2022-11-24,폐사체,,냉동(신냉동창고)(투입박스(일반)),Male,0년0월0일,36.31.439,126.39.046,0,,,주소지 내 도로변,충남 홍성군 광천읍 월림리 401-3,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"6,540","6,540",알 수 없음
